序,代码,名称,最新,涨幅%,DDX,DDY,DDZ,5日DDX,5日DDY,10日DDX,10日DDY,连续,5日内,10日内,特大买入%,特大卖出%,特大单净比%,大单买入%,大单卖出%,大单净比%
1676,688312, 燕麦科技,30.17,2.27,0.012,0.076,1.4,0,-0.314,-0.285,0.167,1,2,3,1.22,0.59,0.63,11.66,11.49,0.17
1677,300680, 隆盛科技,40.84,3.18,0.18,-0.04,1.38,3.221,4.484,4.29,4.972,1,4,7,16.24,15.99,0.26,33.8,31.9,1.9
1678,300588, 熙菱信息,15.76,0.9,0.515,-1.242,1.36,-0.978,-7.849,-1.283,-9.853,1,1,3,6.06,4.69,1.37,25.87,16.3,9.57
1679,603919, 金徽酒,18.25,-0.87,-0.01,0.089,1.36,-0.112,0.006,-0.147,0.256,0,1,3,0.23,1.32,-1.09,14.25,15.26,-1
1680,002050, 三花智控,34.01,1.31,-0.004,0.057,1.36,-0.529,-0.602,-1.488,-2.856,0,1,2,19.74,20.47,-0.73,25.79,25.12,0.67
1681,300910, 瑞丰新材,51.21,-1.8,0,0.034,1.35,0.043,0.124,0.016,1.844,0,2,5,1.69,4.23,-2.54,17.63,15.19,2.44
1682,001299, 美能能源,12.49,-0.32,0.068,-0.335,1.34,-2.73,6.81,-0.234,7.227,1,2,6,0,0,0,9.54,7.11,2.42
1683,688553, 汇宇制药-W,15.55,0,0.006,0.02,1.34,-0.274,0.091,-0.134,1.599,1,1,3,1.1,2.48,-1.39,16.71,14.51,2.2
1684,002390, 信邦制药,4.19,0.24,0.034,-0.026,1.33,0.999,2.678,0.245,2.638,1,2,2,10.58,9.16,1.41,24.71,23.91,0.8
1685,301515, 港通医疗,19.35,-0.77,0.036,-0.116,1.33,0.528,0.53,1.128,3.334,2,4,7,0,0,0,14.61,11.96,2.65
1686,002747, 埃斯顿,24.7,-1.12,-0.109,0.308,1.31,1.161,2.895,1.051,4.69,0,2,6,12.11,13.85,-1.75,28.24,27.75,0.48
1687,601208, 东材科技,9.67,-0.72,-0.017,0.096,1.3,1.976,4.27,2.759,7.45,0,3,6,7.76,11.53,-3.78,26.42,23.16,3.26
1688,002905, 金逸影视,7.29,-2.15,0.035,-0.11,1.3,0.318,2.694,-1.233,-4.715,2,3,4,0,3.15,-3.15,13.91,8.31,5.6
1689,688107, 安路科技,31.64,1.15,0.027,-0.049,1.3,0.051,0.209,0.006,0.349,1,4,6,2.84,3.4,-0.55,22.63,18.98,3.64
1690,601965, 中国汽研,18.81,1.4,0.032,-0.067,1.3,-0.102,1.085,-0.044,2.214,2,3,5,7.06,4.5,2.56,20.94,18.83,2.11
1691,301079, 邵阳液压,16.32,-0.18,-0.091,0.386,1.29,-0.665,-1.453,-1.553,-2.668,0,1,1,0,6.13,-6.13,24.78,21.15,3.62
1692,600149, 廊坊发展,4.41,-0.45,-0.033,0.224,1.29,0.049,0.206,-0.36,-0.108,0,2,3,4.4,4.92,-0.52,12.16,14.11,-1.95
1693,603693, 江苏新能,9.82,-1.01,-0.006,0.053,1.28,-0.241,0.084,-0.38,-0.117,0,1,1,0.72,1.89,-1.17,11.41,13.3,-1.9
1694,603218, 日月股份,12.97,5.02,0.065,-0.077,1.27,-0.138,-0.753,-0.291,-0.431,1,2,3,5.67,5.41,0.26,28.68,25.83,2.85
1695,002542, 中化岩土,4.24,0.71,0.109,-0.075,1.26,-0.133,-1.857,-1.382,-1.539,1,3,5,6.62,8.32,-1.7,20.78,17.33,3.45
1696,002807, 江阴银行,4.16,-0.95,-0.108,0.26,1.25,0.043,1.37,0.091,2.437,0,3,5,0,11.14,-11.14,23.49,26.73,-3.24
1697,603176, 汇通集团,5.06,-0.59,0.005,0.034,1.24,-0.208,-0.36,-0.449,-0.265,1,2,3,0.27,0,0.27,1.64,0.78,0.86
1698,002019, 亿帆医药,10.73,-1.29,-0.044,0.134,1.23,-0.036,0.293,-0.17,0.24,0,2,3,5.05,11.02,-5.98,21.06,20.36,0.7
1699,301568, 思泰克,43.58,0.9,-0.107,0.534,1.21,-1.965,-2.753,-6.543,-8.699,0,1,2,2.68,2.16,0.52,27.74,29.13,-1.39
1700,688556, 高测股份,10.56,2.23,0.066,-0.099,1.19,-0.251,0.058,-0.843,-0.165,1,2,3,3.65,2.48,1.17,27.18,25.13,2.05
1701,688290, 景业智能,67.29,6.72,0.052,0.026,1.18,-1.693,-4.408,-3.862,-4.691,1,1,2,11.2,12.78,-1.57,40.21,37.76,2.44
1702,600227, 赤天化,2.35,-0.84,0.135,-0.276,1.18,0.262,0.479,0.778,3.713,2,3,5,1.88,6.74,-4.86,29.81,18.35,11.46
1703,300026, 红日药业,3.59,-0.55,-0.04,0.11,1.17,0.079,1.194,-0.144,1.421,0,3,3,3.22,4.63,-1.4,27.53,29.62,-2.09
1704,600293, 三峡新材,3.05,0,0.004,0.017,1.16,-0.686,-0.664,-1.408,-0.778,2,2,2,6.29,3.08,3.22,23.91,26.73,-2.82
1705,688286, 敏芯股份,86.44,-2.88,-0.107,0.222,1.15,1.453,1.243,0.36,1.418,0,3,3,9.54,13.2,-3.66,30.47,29.13,1.34
1706,001270, 铖昌科技,32.6,2.23,-0.056,0.264,1.14,0.374,0.209,-0.581,-2.675,0,3,4,2.82,3.56,-0.73,26.65,26.97,-0.32
1707,603929, 亚翔集成,34.3,2.39,0.017,0.033,1.13,0.027,-0.402,-0.605,-0.158,3,3,3,5.19,5.75,-0.56,23,21.74,1.25
1708,300223, 北京君正,90.73,5.55,0.164,-0.032,1.13,0.318,-1.251,-0.978,-2.419,1,2,5,19.79,20.46,-0.67,34.14,31.79,2.35
1709,603022, 新通联,7.78,-1.27,0.007,-0.001,1.12,-0.105,-0.1,-0.348,0.427,1,3,5,0,0.01,-0.01,6.98,5.81,1.17
1710,600066, 宇通客车,25.47,-0.12,-0.02,0.081,1.12,-0.219,-0.737,-0.476,-0.734,0,1,1,6.24,11.5,-5.26,20.03,16.97,3.06
1711,000543, 皖能电力,7.4,-0.67,0,0.015,1.09,0.244,-0.961,0.428,-0.896,0,3,6,10.5,13.08,-2.58,26.61,24.06,2.55
1712,600888, 新疆众和,6.91,-1.29,-0.06,0.128,1.08,0.114,0.625,-0.313,1.377,0,4,4,2.49,11.31,-8.82,27.32,27.05,0.27
1713,688276, 百克生物,23.65,-1.13,0.006,-0.004,1.08,-0.016,-0.153,-0.061,-0.279,1,2,4,11.35,3.62,7.73,18.19,24.33,-6.14
1714,000981, 山子高科,2.19,0,0.168,-0.189,1.05,0.268,-2.447,-2.029,-11.959,1,3,4,12.63,12.11,0.52,23.96,21.61,2.35
1715,000786, 北新建材,28.46,-1.96,-0.006,0.029,1.05,-0.136,-0.203,-0.315,-0.156,0,0,1,7.53,5.65,1.88,23.58,26.36,-2.78
1716,600340, 华夏幸福,2.63,0.77,0.052,0.004,1.05,0.253,-0.464,1.21,-1.939,1,3,6,10.26,12.8,-2.54,26.19,22.55,3.64
1717,002863, 今飞凯达,4.81,1.26,0.076,-0.296,1.04,-0.53,-1.571,-1.223,-2.207,1,1,2,2.36,0,2.36,17.27,14.5,2.77
1718,000792, 盐湖股份,17.09,-0.64,0.004,0.007,1.03,-0.051,-0.097,-0.045,0.129,2,2,4,14.73,15.19,-0.46,28.31,27.36,0.95
1719,001231, 农心科技,17.4,-2.47,0.085,-0.174,1.03,-0.19,-2.69,-1.016,-3.253,2,2,3,0,0,0,12.08,10.64,1.44
1720,688616, 西力科技,11.12,-0.27,0.017,-0.051,1.02,-0.212,-0.159,-0.267,-0.187,1,1,3,0,0,0,17.26,14.75,2.51
1721,301383, 天键股份,55.14,-0.16,0.253,-0.363,1.01,-0.8,2.424,-5.46,-6.139,1,3,3,6.69,6.26,0.43,25.32,22.78,2.54
1722,688316, 青云科技-U,84.4,1.5,-0.144,0.284,1.01,-10.01,-9.455,-27.302,-25.074,0,0,0,12.07,13,-0.93,34.54,34.68,-0.14
1723,301088, 戎美股份,13.1,-0.68,0.072,-0.455,1,-1.413,-2.237,-1.211,-0.409,1,1,5,0,0,0,12.13,8.43,3.7
1724,600738, 丽尚国潮,4.86,0.62,-0.037,0.101,1,0.078,-0.231,0.524,0.789,0,2,5,8.48,7.91,0.57,26.17,28.66,-2.49
1725,002166, 莱茵生物,7.68,-0.65,0.046,-0.052,1,-0.274,-0.333,-0.821,1.488,1,3,4,3.18,6.6,-3.42,32.33,26.38,5.94
1726,600117, 西宁特钢,2.19,-0.45,-0.006,0.024,1,0.004,0.133,0.106,0.735,0,3,6,8.3,8.43,-0.13,15.8,18.52,-2.72
1727,603605, 珀莱雅,84.24,-1.35,0.001,0.016,0.99,-0.03,0.222,0.116,0.526,2,3,7,5.58,4.91,0.67,24.04,24.64,-0.6
1728,002324, 普利特,9.78,-0.1,-0.049,0.129,0.95,-1.305,-1.182,-1.244,1.611,0,0,2,6.18,13.75,-7.58,25.66,21.02,4.65
1729,000695, 滨海能源,11.46,0.53,0.045,-0.035,0.95,1.742,-0.554,1.469,1.414,5,5,7,0,0.46,-0.46,20.41,18.76,1.65
1730,002536, 飞龙股份,17.46,3.5,-0.462,0.868,0.94,2.666,3.079,2.503,9.46,0,3,5,15.55,18.06,-2.51,23.96,24.01,-0.05
1731,600097, 开创国际,8.88,-1.22,-0.029,0.237,0.94,-0.581,-0.954,-0.403,-0.069,0,2,5,2.78,3.16,-0.38,10.47,12.37,-1.9
1732,001389, 广合科技,60.2,-1.81,-0.448,1.006,0.94,1.991,8.448,0.372,3.989,0,3,5,8.17,7.35,0.82,25.08,29.78,-4.7
1733,301057, 汇隆新材,13.3,-1.63,-0.017,0.17,0.92,-0.029,-0.627,-0.567,-0.615,0,2,3,0,0,0,13.93,15.27,-1.34
1734,600520, 文一科技,35.75,1.48,-0.058,0.29,0.92,-4.114,-7.849,-5.404,-12.091,0,1,3,5.66,4.3,1.36,21.78,24.01,-2.23
1735,301458, 钧崴电子,37.47,1.93,-0.138,0.709,0.91,-2.958,-6.868,-7.484,-22.777,0,0,2,3.7,6.92,-3.22,25.42,22.95,2.46
1736,600641, 万业企业,15.12,2.3,0.074,-0.123,0.91,-0.753,-2.049,-1.002,-1.998,1,2,3,7.3,3.95,3.35,26.95,25.93,1.02
1737,002677, 浙江美大,7.55,0.94,0.004,0.027,0.9,0.084,0.338,-0.077,0.118,3,4,6,0,0,0,13.58,13.13,0.45
1738,002753, 永东股份,6.35,-0.78,-0.039,0.264,0.89,-0.284,-0.161,-0.4,3.312,0,1,2,0,0,0,14.21,17.45,-3.24
1739,300878, 维康药业,14.96,-0.66,0.012,-0.147,0.89,0.015,-0.741,-0.156,0.338,1,3,5,0,0,0,5.26,3.31,1.95
1740,600121, 郑州煤电,3.76,-0.79,0.034,-0.052,0.88,0.022,0.627,-0.399,0.128,2,3,4,6.11,1.96,4.15,23.99,25.71,-1.72
1741,301359, 东南电子,24.89,-0.2,0.17,-0.851,0.87,0.133,-2.157,-0.523,-1.175,2,2,3,0,0,0,15.62,11.46,4.16
1742,603119, 浙江荣泰,35.2,0.2,0.087,-0.106,0.86,-0.02,-1.357,2.238,-3.143,2,3,7,5.64,3.68,1.96,29.45,29.07,0.39
1743,600770, 综艺股份,4.58,0.22,0.119,-0.157,0.84,0.012,-0.342,0.102,-0.234,1,3,6,23.73,11.14,12.59,18.92,25.03,-6.12
1744,301141, 中科磁业,39.88,0.66,0.125,-0.33,0.84,-1.151,-6.066,-2.62,-7.125,2,2,3,2.02,1.23,0.78,18.1,16.53,1.58
1745,603909, 建发合诚,8.87,-3.27,-0.006,0.121,0.84,-0.081,0.249,-0.186,0.089,0,1,2,3.36,2.55,0.8,5.81,7.29,-1.48
1746,600690, 海尔智家,26.05,-2.29,-0.01,0.027,0.82,-0.241,-0.148,-0.47,-0.459,0,2,4,10.6,13.81,-3.21,25.46,23.6,1.87
1747,300074, 华平股份,5.35,-8.23,-2.15,4.963,0.82,1.009,-0.382,3.487,15.551,0,2,5,3.18,11.23,-8.05,21.42,25.14,-3.72
1748,688496, 清越科技,9.5,-0.73,0.021,-0.009,0.81,-0.251,0.162,-0.857,0.169,1,2,3,0.06,1.36,-1.31,13.39,11.18,2.21
1749,600859, 王府井,13.16,-0.45,0.019,-0.016,0.81,-0.109,-0.625,-0.628,-1.422,2,3,3,11.68,11.02,0.66,28.41,27.24,1.18
1750,000829, 天音控股,11.35,0.35,-0.037,0.127,0.81,-0.243,0.428,-1.785,-2.394,0,2,2,3.03,6.17,-3.14,27.62,25.87,1.75
1751,605333, 沪光股份,34.49,3.76,0.062,-0.18,0.8,-0.136,-0.864,-0.372,-1.824,1,1,1,3.08,6.43,-3.35,20.86,13.36,7.5
1752,300231, 银信科技,13.97,-0.29,-0.178,0.476,0.79,1.059,4.635,-0.36,3.09,0,2,3,8.01,9.97,-1.96,27.32,26.78,0.53
1753,600481, 双良节能,6.19,2.82,0.211,-0.361,0.78,-0.548,-1.78,-0.219,-0.794,1,2,5,12.85,9.84,3.01,21.79,20.39,1.4
1754,301311, 昆船智能,18.81,1.07,0.021,0.038,0.76,0.644,1.652,-0.777,0.057,1,2,2,0,2.12,-2.12,17.42,14.7,2.72
1755,600966, 博汇纸业,4.6,-1.29,-0.013,0.07,0.76,-0.008,0.35,-0.077,0.682,0,2,4,2.31,7.34,-5.03,15.57,13.2,2.37
1756,301538, 骏鼎达,73.5,-0.39,0.026,-0.066,0.76,-1.958,-2.66,-3.937,-6.033,1,2,2,0,0,0,13.02,11.85,1.18
1757,688278, 特宝生物,84.81,-0.56,0.007,-0.021,0.76,-0.009,-0.213,-0.003,-0.212,3,3,5,2.43,1.96,0.46,14.81,13.34,1.46
1758,601999, 出版传媒,6.79,-0.88,-0.019,0.108,0.75,-0.166,0.907,-0.612,1.218,0,1,2,6.05,0.63,5.42,10.63,18.79,-8.16
1759,002687, 乔治白,4.41,-0.45,0.004,0.012,0.75,0.061,0.342,-0.154,0.255,1,3,6,0,0,0,21.82,21.37,0.45
1760,001210, 金房能源,14.07,-0.35,-0.004,0.236,0.75,0.175,0.646,-1.241,-1.04,0,3,4,0,0,0,4.78,5.08,-0.3
1761,688480, 赛恩斯,29.3,1.07,0.048,-0.127,0.75,-0.631,-0.918,-0.712,-0.56,1,1,3,0,0.73,-0.73,25.1,20.59,4.52
1762,600754, 锦江酒店,26.42,0.69,-0.012,0.054,0.74,-0.084,-0.087,-0.01,-0.058,0,2,3,8.28,11.15,-2.88,22.23,20.13,2.1
1763,000532, 华金资本,16.39,-0.55,-0.109,0.406,0.74,-1.397,-5.858,-5.189,-17.913,0,1,1,2.71,6.43,-3.72,19.82,19.59,0.22
1764,301148, 嘉戎技术,18.83,-1.15,0.003,0.144,0.73,-0.254,-1.325,-1.333,-2.71,2,2,2,0,0,0,7.57,7.43,0.14
1765,300344, 立方数科,9.56,0.31,-0.036,0.322,0.72,-6.957,-15.407,-4.418,-11.059,0,0,3,5.65,7.5,-1.85,22.11,20.47,1.64
1766,600056, 中国医药,10.68,-1.02,-0.03,0.076,0.72,-0.208,-0.36,-0.357,-0.523,0,1,3,7.93,7.13,0.8,20.43,26.42,-5.98
1767,300190, 维尔利,3.29,0.92,0.084,-0.319,0.72,-0.032,-0.744,-0.478,-1.052,2,3,4,0,0,0,22.44,15.7,6.74
1768,688615, 合合信息,261.85,-1.37,0.012,0.038,0.71,-2.344,-2.02,-3.116,-1.647,3,3,6,8.12,7.86,0.26,28.58,28.55,0.02
1769,300938, 信测标准,30.2,-0.98,-0.192,0.464,0.71,-1.424,-1.032,-3.011,-4.012,0,1,1,2.75,3.75,-1.01,27.36,30.59,-3.23
1770,002072, 凯瑞德,4.79,-0.62,0.006,0.048,0.7,-0.003,-1.541,-0.115,-5.53,1,2,4,0,0,0,13.57,13.27,0.3
1771,301550, 斯菱股份,132.89,-1.69,-0.019,0.07,0.69,1.878,2.55,2.51,3.377,0,4,8,18.29,16,2.3,27.68,30.28,-2.6
1772,300161, 华中数控,36.3,-0.27,0.123,-0.095,0.67,-0.079,-0.505,-0.209,-0.074,1,3,4,8.29,6.4,1.89,25.24,26.01,-0.76
1773,688370, 丛麟科技,19.28,-0.98,-0.027,0.244,0.66,-0.586,-0.364,-0.609,-0.173,0,0,2,0,2.33,-2.33,11.27,11.26,0.01
1774,603596, 伯特利,61.48,4.29,0.051,-0.061,0.66,-0.039,0.079,0.385,0.092,1,4,7,14.28,6.33,7.95,22.43,28.41,-5.98
1775,301552, 科力装备,54.43,2.22,-0.084,0.417,0.66,-1.079,-1.624,-3.139,1.4,0,0,1,3.21,5.23,-2.02,22.14,21.01,1.13
1776,300044, 赛为智能,7.64,5.82,0.437,-0.56,0.65,-0.773,-3.518,-2.643,-6.219,1,2,3,11.76,8.07,3.69,25.38,26.66,-1.28
1777,300659, 中孚信息,18.1,1.12,0.111,-0.451,0.6,-0.761,-5.857,-1.328,-7.252,1,1,3,0,1.81,-1.81,17.72,12.99,4.73
1778,688401, 路维光电,34.74,2.66,0.199,-0.213,0.6,-0.878,-5.02,-2.164,-4.252,2,3,4,7.39,11.29,-3.9,34.35,27.99,6.36
1779,603041, 美思德,12.05,2.73,0.089,-0.146,0.59,0.161,0.489,-0.155,0.022,2,3,4,5.45,2.59,2.86,25.87,26.67,-0.8
1780,300743, 天地数码,16.96,-0.24,0.037,-0.184,0.59,-0.307,-0.999,-1.55,-3.037,1,1,1,0,2.99,-2.99,12.38,7.68,4.7
1781,300253, 卫宁健康,12.71,2.17,0.11,-0.057,0.58,-0.364,0.113,-3.115,-7.045,1,2,5,16.7,14.99,1.71,28.59,29.17,-0.58
1782,603489, 八方股份,27.5,0.66,0.054,-0.127,0.56,0.09,-0.827,-0.081,-0.612,1,3,5,4.35,2.58,1.77,20.49,19.96,0.53
1783,600335, 国机汽车,6.69,0.45,0.005,0.002,0.55,-0.144,-0.21,-0.547,-1.02,2,2,3,15.82,11.94,3.88,20,23.39,-3.39
1784,300899, 上海凯鑫,22.93,-1.12,0,0.184,0.55,0.21,1.045,0.264,1.796,0,2,5,0,0,0,4.9,4.94,-0.04
1785,300647, 超频三,6.75,2.9,0.466,-1.077,0.55,0.225,0.546,-0.922,-2.378,1,3,4,9.62,2.03,7.58,22.97,22.52,0.44
1786,300614, 百川畅银,11.24,-0.97,0.015,-0.062,0.55,0.099,-0.17,0.195,3.622,3,4,7,0,0,0,13.16,11.82,1.34
1787,002078, 太阳纸业,13.62,-2.23,0.005,-0.008,0.54,0.024,-0.448,-0.046,-0.863,1,2,4,5.01,5.26,-0.24,20.45,19.1,1.35
1788,002909, 集泰股份,5.4,-0.92,0.029,-0.302,0.54,-0.721,-0.862,-1.167,-2.195,1,2,3,0,0,0,8.43,5.79,2.64
1789,600549, 厦门钨业,19.6,-0.61,-0.034,0.078,0.53,0.063,-0.299,-0.38,-0.157,0,2,3,5.9,6.9,-0.99,24,28.21,-4.21
1790,600867, 通化东宝,7.57,-0.39,-0.02,0.069,0.53,-0.012,0.543,-0.12,0.871,0,1,2,10.47,9.43,1.03,11.27,17.41,-6.14
1791,603650, 彤程新材,34.8,-0.03,-0.056,0.172,0.52,-0.36,-0.021,-0.665,-0.765,0,1,3,3.76,6.58,-2.82,20.94,22.06,-1.12
1792,600212, 绿能慧充,7.8,1.83,0.026,-0.036,0.52,-1.191,-2.145,-1.966,-1.634,2,2,4,2.72,3.28,-0.56,21.13,19.7,1.42
1793,601869, 长飞光纤,44.45,4,0.049,-0.031,0.52,1.038,2.273,-0.396,-0.699,3,4,4,13.23,10.38,2.85,27.19,28.91,-1.72
1794,301536, 星宸科技,83.42,0.49,0.049,0.029,0.51,-3.711,-8.99,-8.99,-14.276,1,2,3,8.66,7.24,1.42,27.04,28.01,-0.97
1795,300957, 贝泰妮,41.98,-0.14,0,0.007,0.5,-0.162,-0.249,-0.212,0.013,1,2,4,1.27,0,1.27,25.98,27.18,-1.2
1796,002898, 赛隆药业,10.43,-1.14,0.019,-0.108,0.5,0.247,-0.582,-0.581,-3.495,1,3,3,0,0,0,9.64,8.47,1.17
1797,600425, 青松建化,3.7,-0.8,-0.037,0.081,0.47,-0.248,0.643,-0.003,3.895,0,1,4,7.48,13.58,-6.09,23.47,22.07,1.4
1798,600159, 大龙地产,2.47,0.82,0.008,0.002,0.47,-0.117,0.322,-0.75,-0.917,1,2,4,5.21,7.04,-1.84,22.61,20.3,2.3
1799,000573, 粤宏远Ａ,4.88,9.91,1.295,-1.411,0.45,4.235,1.812,1.971,-9.308,2,4,5,23.34,13.13,10.21,25.46,29.09,-3.63
1800,688778, 厦钨新能,50.95,-0.49,-0.017,0.039,0.44,-0.453,-0.531,-0.829,-0.783,0,1,3,6.51,6.65,-0.15,26.97,28.88,-1.9
1801,600578, 京能电力,3.37,-1.17,-0.007,0.026,0.44,0.093,0.327,0.107,0.41,0,4,6,12.22,6.76,5.46,10.43,18.74,-8.31
1802,301005, 超捷股份,31.86,1.24,0.171,-0.337,0.43,0.41,-4.634,0.32,-3.053,1,3,5,2,1.42,0.57,31.48,27.46,4.02
1803,002421, 达实智能,3.99,0.76,0.156,-0.252,0.42,-0.442,-4.575,-1.447,-8.748,1,2,4,14.41,10.26,4.15,21.45,22.67,-1.22
1804,000561, 烽火电子,8.51,1.19,0.129,-0.418,0.42,-0.013,-1.153,-1.075,-4.204,2,3,3,2.98,0,2.98,22.37,19.26,3.11
1805,000758, 中色股份,4.92,-1.01,-0.047,0.076,0.42,0.085,0.615,-0.093,0.978,0,3,5,6.16,19.06,-12.9,30.96,23.58,7.37
1806,000650, 仁和药业,5.55,-0.72,-0.108,0.182,0.38,-0.167,0.449,-0.292,0.476,0,2,5,9.67,17.38,-7.71,21.6,26.39,-4.79
1807,688227, 品高股份,42.87,1.95,-0.062,0.11,0.37,-0.672,-0.717,-3.218,-2.459,0,1,2,15.08,11.98,3.1,29.68,33.52,-3.84
1808,002635, 安洁科技,16.83,0.66,0.102,-0.214,0.37,-1.115,-5.458,-1.503,-5.847,1,1,2,7.03,3.88,3.14,24.39,24.07,0.32
1809,600630, 龙头股份,8.67,-0.34,-0.07,0.203,0.36,-2.036,-3.822,-5.319,-10.117,0,0,0,6.81,7.95,-1.14,19.21,21.18,-1.97
1810,301281, 科源制药,33.75,-5.96,-0.128,0.573,0.36,2.508,4.964,2.382,7.865,0,2,4,2.01,3.73,-1.72,19.66,19,0.66
1811,000767, 晋控电力,2.57,-0.39,0.01,-0.028,0.36,0.031,-0.215,0.02,-0.612,2,3,5,0,0,0,22.76,20.89,1.87
1812,603313, 梦百合,6.47,-1.97,-0.033,0.162,0.36,-0.01,1.214,-0.234,1.006,0,3,5,4.02,0.62,3.39,11.75,19.58,-7.83
1813,601668, 中国建筑,5.5,-0.54,0.019,-0.013,0.35,-0.067,-0.052,-0.114,-0.003,2,2,4,29.63,26.94,2.69,29.63,28.68,0.95
1814,300305, 裕兴股份,5.67,0.35,0.025,-0.145,0.34,-0.527,-1.62,-0.746,-1.523,1,1,3,0,0,0,14.25,11.76,2.5
1815,002334, 英威腾,10.07,3.71,0.204,-0.232,0.33,4.405,1.039,2.687,-3.238,3,4,5,10.62,11.32,-0.7,28.06,26.2,1.87
1816,600508, 上海能源,12.05,-1.15,-0.059,0.146,0.33,-0.232,0.551,-0.257,0.759,0,0,2,5.28,19.08,-13.8,18.74,14.79,3.94
1817,002434, 万里扬,7.08,1.87,0.031,-0.039,0.33,0.032,-0.466,-0.088,-0.809,1,2,5,10.01,9.32,0.69,28.82,27.92,0.9
1818,301043, 绿岛风,28.83,-0.45,0.005,-0.066,0.33,0.136,-0.39,0.043,0.231,5,5,6,0,0,0,5.97,4.92,1.06
1819,300353, 东土科技,13.42,2.05,0.149,-0.253,0.32,-0.406,-5.252,-3.073,-14.23,1,2,2,10.36,7.68,2.67,26.75,25.4,1.35
1820,688681, 科汇股份,13.03,0.46,0.045,-0.266,0.3,0.153,-0.38,-0.23,-0.672,1,2,4,4.99,0.68,4.31,9.55,11.02,-1.47
1821,600351, 亚宝药业,6.04,-0.49,-0.019,0.053,0.29,-0.036,0.593,0.05,0.927,0,2,4,7.45,17.11,-9.67,20.58,12.9,7.67
1822,603232, 格尔软件,15.14,0.2,0.118,-0.452,0.29,0.306,3.359,-1.632,1.395,1,3,4,3.59,2.15,1.45,16.2,15.04,1.16
1823,300923, 研奥股份,20.99,-1.04,0.003,-0.005,0.28,-0.005,-0.287,0.221,-0.139,3,3,5,0,0,0,15.45,15.03,0.42
1824,002231, 奥维通信,6.05,0.5,0.078,-0.332,0.27,0.232,-0.757,-1.006,-2.998,1,3,4,0.3,0,0.3,17.93,15.77,2.17
1825,603858, 步长制药,14.82,-0.47,-0.018,0.054,0.27,-0.165,0.078,-0.253,-0.053,0,0,2,3.65,4.84,-1.18,18.87,24.27,-5.4
1826,002840, 华统股份,10.92,-1.18,-0.013,0.032,0.27,-0.471,-1.622,-1.775,-1.673,0,1,1,6.64,11.98,-5.35,27.98,23.3,4.69
1827,301220, 亚香股份,83.7,3.14,0.01,0.023,0.25,-0.173,-0.065,-6.521,-7.374,2,3,4,8.64,7.64,0.99,36.8,37.65,-0.85
1828,301223, 中荣股份,16.46,0.06,0.013,-0.116,0.24,0.099,1.313,0.106,1.383,1,2,4,0,0,0,10.25,7.91,2.35
1829,603310, 巍华新材,19.75,4.33,0.439,-1.424,0.23,0.07,-5.178,1.245,1.197,1,3,6,1.47,1.8,-0.34,23.92,18.33,5.59
1830,300459, 汤姆猫,6.63,0.61,0.062,-0.065,0.23,-2.017,-5.366,-5.506,-12.613,1,2,4,15.15,9.84,5.31,23.61,27.92,-4.31
1831,301581, 黄山谷捷,57.98,-0.57,-0.084,0.327,0.23,-0.139,-2.419,-0.028,3.657,0,2,4,2.65,3.8,-1.15,21.17,20.86,0.31
1832,600361, 创新新材,3.8,-0.78,-0.041,0.148,0.19,-0.096,-0.281,-0.235,1.036,0,2,3,7.43,9.3,-1.87,13.28,15.21,-1.94
1833,600059, 古越龙山,8.22,-1.08,-0.078,0.151,0.19,-0.043,1.168,0.193,1.459,0,3,6,11.62,9.94,1.68,18.12,29.1,-10.98
1834,603348, 文灿股份,24.15,2.11,0.068,-0.175,0.18,-0.209,-0.441,-0.434,-0.519,1,3,6,4.98,4.64,0.34,23.3,20.67,2.63
1835,601512, 中新集团,7.53,-0.79,0.012,-0.033,0.16,-0.022,-0.202,-0.094,-0.386,1,2,3,7.2,0.7,6.5,22.02,21.53,0.48
1836,300707, 威唐工业,15.75,0.9,-0.258,0.76,0.16,-0.595,-1.392,-0.028,10.08,0,3,6,6.72,7.59,-0.87,16.99,20.22,-3.22
1837,600276, 恒瑞医药,47.56,-1.1,0.008,-0.011,0.15,0.385,0.21,0.443,0.305,9,5,9,13.21,15.06,-1.84,27.78,23.91,3.86
1838,002671, 龙泉股份,4.49,-1.1,-0.051,0.35,0.13,-0.344,2.009,-0.705,3.176,0,0,1,0,4.21,-4.21,10.88,10.89,0
1839,002061, 浙江交科,3.9,-2.01,-0.117,0.27,0.12,-0.118,1.131,-0.067,1.759,0,2,5,7.61,11.24,-3.62,15.88,25.3,-9.42
1840,603578, 三星新材,13.12,-0.53,0.027,-0.161,0.11,-0.002,-0.933,0.344,-0.248,1,3,8,1.79,0.75,1.03,14.61,10.74,3.88
1841,603926, 铁流股份,10.08,-1.47,0.037,-0.123,0.11,1.24,1.539,1.374,2.169,1,4,6,5.31,2.5,2.8,16.12,17.61,-1.49
1842,301219, 腾远钴业,49.8,8.17,0.086,-0.124,0.09,-0.181,-1.014,-0.77,-0.642,3,3,4,9.3,9.41,-0.12,28.89,27.89,1
1843,605500, 森林包装,7.09,-1.53,-0.001,0.025,0.09,0.073,0.15,-0.007,-0.073,0,3,4,0,0,0,4.6,5.03,-0.43
